Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
4PO01,Sedwill Mark,SCS3,Permanent Secretary,'The permanent secretary of the Home Office is responsible to the home secretary and parliament for leading the Home Office group so that the Home Office delivers its objectives in the short term and builds capacity to deliver in the future.',Home Office,Home Office,Permanent Secretary's Office,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,XX,0,1,180000,184999,Other,,1
2PO01,Eliminated,SCS2,"Director, Strategy and Delivery","Strategy and Delivery Unit plays a key role in strengthening the Department's strategy and policy governance. Working collaboratively with the strategy and policy teams across the Home Office and Agencies to identify performance risks, to provide focused attention to improve performance and inject innovative thinking and critial challenge into policy and operational development.",Home Office,Home Office,Strategy and Delivery Unit,N/A,public.enquiries@homeoffice.gsi.gov.uk,4PO01,0,1,0,0,Operational Delivery,,1
1PO04,Eliminated,SCS1,"Deputy Director, Strategy and Delivery","Strategy and Delivery Unit plays a key role in strengthening the Department's strategy and policy governance. Working collaboratively with the strategy and policy teams across the Home Office and Agencies to identify performance risks, to provide focused attention to improve performance and inject innovative thinking and critial challenge into policy and operational development.",Home Office,Home Office,Strategy and Delivery Unit,N/A,public.enquiries@homeoffice.gsi.gov.uk,2PO01,0,1,0,0,Operational Delivery,,1
1PO03,ND,SCS1,Principal Private Secretary to the Permanent Secretary,"'Private Office provides a high level of support to Ministers and the Permanent Secretary in establishing and maintaining effective working relationships between Ministers and the Department’s officials, and support the Department in their delivery of the Home Office’s objectives.'",Home Office,Home Office,Permanent Secretary's Office,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,4PO01,660000,1,0,0,Operational Delivery,,1
1PO04,ND,SCS1,Principal Private Secretary to Home Secretary,"Private Office provides a high level of support to Ministers and the Permanent Secretary in establishing and maintaining effective working relationships between Ministers and the Department’s officials, and support the Department in their delivery of the Home Office’s objectives.'",Home Office,Home Office,Home Secretary's Office,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2PO01,2080000,1,0,0,Operational Delivery,,1
2PO02,Eliminated,SCS2,Principal Private Secretary and Head of Private Office,"Private Office provides a high level of support to Ministers and the Permanent Secretary in establishing and maintaining effective working relationships between Ministers and the Department’s officials, and support the Department in their delivery of the Home Office’s objectives.'",Home Office,Home Office,Home Secretary's Office,N/A,public.enquiries@homeoffice.gsi.gov.uk,4PO01,0,1,0,0,Operational Delivery,Post downgraded to SCS PB1,1
4PO02,Oliver Robbins,SCS4,Second Permanent Secretary,"The Second Permanent Secretary is responsible for immigration and free movement policy, as well as oversight of the borders, immigration and citizenship operations.",Home Office,Home Office,Second Permanent Secretary's Office,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,4PO01,0,1,140000,144999,Other,,1
1PO01,Eliminated,SCS1,Principal Private Secretary to Home Secretary,"Private Office provides a high level of support to Ministers and the Permanent Secretary in establishing and maintaining effective working relationships between Ministers and the Department’s officials, and support the Department in their delivery of the Home Office’s objectives.'",Home Office,Home Office,Home Secretary's Office,N/A,public.enquiries@homeoffice.gsi.gov.uk,2PO01,0,1,0,0,Operational Delivery,Post upgraded to SCS PB2,1
2HOS01,Bernard Silverman,SCS2,Chief Scientific Adviser,"'The task of the Chief Scientific Adviser (CSA) is to provide independent scientific advice and support of the highest quality to the Home Secretary and other Home Office ministers and officials on the whole range of Home Office policy and operations. Home Office specialists in many scientific disciplines work under the CSA's leadership: physical scientists and engineers; economists, social researchers and operational researchers; statisticians; and veterinary, medical and biological scientists. The Home Office CSA also plays a key role across government, for example in the interdepartmental network of departmental Chief Scientific Advisers, chaired by the Government Chief Scientific Adviser.'",Home Office,Home Office,Home Office Science Directors,0207 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,4PO01,0,0.9,120000,124999,Science and Engineering,,1
2HOS02,Alan Pratt,SCS2,Director of Science Engineering and Technology,"'The Director of Science, Engineering and Technology and Chief Operating Officer provides strategic oversight of all Home Office physical science and technology. They also have direct management responsibility for science delivery and regulation functions, including the Centre for Applied Science and Technology (CAST), National DNA Database Unit (NDNADU), Animals in Science Regulation Unit (ASRU), HO Science Shared Support team and sponsors the Forensics and Surveillance Camera Regulator. As Head of Profession for scientists and engineers in the Home Office, they work across Government to ensure specialist scientific skills are developed and used effectively.'",Home Office,Home Office,Home Office Science Directors,208 035 4848 or Minicom 0207 035 4742,public.enquiries@homeoffice.gsi.gov.uk,2HOS01,2000000,1,90000,94999,Science and Engineering,,1
