"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for Business Innovation and Skills","Ordnance Survey","Data Collection and Management","2","4B","41531","51000","DC&M General Manager","5.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Data Collection and Management","2","3C","31563","38760","DC&M Senior Consultant","6.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Data Collection and Management","2","3C","31563","38760","DC&M Service Delivery Manager","14.50","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Data Collection and Management","2","2B","21160","25985","DC&M Production Manager","20.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Data Collection and Management","2","3A","25749","31620","DC&M Consultant","23.47","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Data Collection and Management","2","2B","21160","25985","DC&M Data Collector","297.53","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Data Collection and Management","2","4B","41531","51000","DC&M Principal Consultant","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Data Collection and Management","2","3A","25749","31620","DC&M Delivery Manager","4.80","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Data Collection and Management","2","2B","21160","25985","DC&M Data Controller","13.22","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Data Collection and Management","2","2B","21160","25985","DC&M Technical Specialist","24.70","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Data Collection and Management","2","1C","15366","18870","DC&M Admin & Tech Support","10.46","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Data Collection and Management","2","2C","22842","28050","DC&M Remote Sensing Developer","3.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Data Collection and Management","2","3C","31563","38760","DC&M Strategic Initatives Advisor","1.00","Operational Delivery"
"Department for Business Innovation and Skills","Ordnance Survey","Finance and Corporate Services","3","4A","37377","45900","Finance Manager","3.81","Finance"
"Department for Business Innovation and Skills","Ordnance Survey","Finance and Corporate Services","3","2B","21160","25985","Financial Analyst","8.16","Finance"
"Department for Business Innovation and Skills","Ordnance Survey","Finance and Corporate Services","3","4B","41531","51000","Senior Finance Manager","3.00","Finance"
"Department for Business Innovation and Skills","Ordnance Survey","Finance and Corporate Services","3","4A","37377","45900","Senior Operations Risk Manager","1.00","Finance"
"Department for Business Innovation and Skills","Ordnance Survey","Finance and Corporate Services","3","2B","21160","25985","Account Officer","4.30","Finance"
"Department for Business Innovation and Skills","Ordnance Survey","Finance and Corporate Services","3","2B","21160","25985","Senior Credit Controller","2.00","Finance"
"Department for Business Innovation and Skills","Ordnance Survey","Finance and Corporate Services","3","1C","15366","18870","Finance Admin","5.30","Finance"
"Department for Business Innovation and Skills","Ordnance Survey","Finance and Corporate Services","3","3C","31563","38760","Risk and Assurance Business Partner","2.00","Internal Audit"
"Department for Business Innovation and Skills","Ordnance Survey","Finance and Corporate Services","3","3C","31563","38760","Credit & Operations Manager","1.00","Finance"
