Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
0,N/D,SCS1,Not in Post,Not in Post,Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,N/A,HOCSFIN-HeadGroupMailbox@mod.uk,106000,0,1,0,0,Finance,,
1,"Ball, David",SCS2,DES HR-Dir,"DE&S Director Human Resources works in partnership with DE&S Directors to identify ways in which people can contribute more effectively to delivering the outputs and key targets of the organisation, and to shape the way in which people are led, managed and developed on a daily basis.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,9000,0,1,95000,99999,Human Resources,,
43,N/D,SCS1,DES Resources-CAPR-Hd,"Corporate Approvals Performance and Risk (CAPR) supports DE&S corporate leadership in the drive to improve DE&S performance though the provision of key business services including performance and risk management, approvals support and the framework within which through life investment assurance operates.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,9005,0,1,N/D,N/D,Internal Audit,,
47,N/D,OF-6,DES FAST-Hd,"The FAST team delivers equipment, training and logistics services for the Typhoon and Tornado aircraft as well as the Battle of Britain Memorial Flight and Aircrew Escape and Survival equipments.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,51335,0,1,N/A,N/A,Military,,
52,N/D,SCS1,DES ISTAR Comrcl-Hd,"DE&S Intelligence, Surveillance, Target Acquisition and Reconnaissance (ISTAR) Comrcl-Hd is responsible for providing commercial advice and assurance to D ISTAR and commercial functional line management to all commercial staff within the Operating Centre.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,198424,0,1,N/D,N/D,Procurement,,
57,N/D,SCS1,Head of Intellectual Property Rights,"Defence Intellectual Property is responsible for MOD intellectual property Policy. It manages the Departments Crown Copyright delegation from the Office of Public Sector Information, files and manages the MoDs portfolio of Patents, trademarks, and Designs, licensing the same in support of departmental branding effort and wider markets income generation. It also advises all TLB on the application of IPR in contracts, Treaties, MOUs and other international arrangements. FIPR is also responsible for defending MoD against allegations of infringing the Intellectual property of others, and for prosecuting any infringement of the MoDs IP.",Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,0207 218 9507,HOCSFIN-HeadGroupMailbox@mod.uk,139073,0,1,0,0,Law,,
66,"Graham, Tony",SCS2,DES Ships-Dir,"Director Ships is responsible for the procurement, through life support and eventual disposal of ships and equipment for the Royal Navy and other services involved in maritime operations. This ranges from major projects like the future aircraft carrier through to outboard motors used on rigid raiding craft and all of the spares with the engineering and logistical expertise that goes with this.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,170311,0,1,80000,84999,Programme and Project Management (PPM),,
68,N/D,SCS1,DES AS Comrcl-Hd,DES Air Support Comrcl-Hd is responsible for providing commercial advice and assurance to Director Air Support and commercial functional line management to all commercial staff within the Operating Centre.,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,198424,0,1,N/D,N/D,Procurement,,
79,N/D,OF-6,DES SM NP-Hd,"Responsible for delivering design support, logistic support and regulating approval for in-service submarine nuclear propulsion plants. Also responsible for developing the technology for the Next Generation Nuclear Propulsion Plant for use in the Successor submarine.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,030 679 30206,DESSec-ParliamentaryBusiness@mod.uk,6158,0,1,N/A,N/A,Military,,
114,N/D,SCS1,Defence Nuclear Safety Regulator,Regulation of safety and environmental protection in compliance with Secretary of Statess Policy Statement for the nuclear domain,Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,0207 218 9507,HOCSFIN-HeadGroupMailbox@mod.uk,195354,0,1,0,0,Programme and Project Management (PPM),,
