Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
0,N/D,SCS4,PUS and CDS,Post created to show intergrated (military/civilian) top level structure,Ministry of Defence,Ministry of Defence,Head Office and Corporate Services,020 721 82829,CTLBSDM-groupmail@mod.uk,XX,0,1,0,0,Other,,
1,David Ball,SCS2,DES HR-Dir,"The HR team provides HR Strategy and Manpower information to support DE&S; Leadership and skills team including management of the Aspire development scheme; HR Plans, include Employee Relations with Trades Unions; HR Operations, including recruitment and management of the Redeployment Pool; HR Business Partners embedded within the Operating Centres.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9132240,deshr-direa@mod.uk,9000,2297715,1,95000,99999,Human Resources,,
43,N/D,SCS1,DES Resources-CAPR-Hd,"Corporate Performance, Approval and Risk supports the corporate leadership in the drive to improve DE&S performance through the provision of key business services in Through Life Investment Assurance, Approvals Support, and Performance & Risk management.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130291,DESCAPR-PerfMailbox@mod.uk,9005,0,1,N/D,N/D,Planning,,
43,N/D,SCS1,DES Resources-CAPR-Hd,"Corporate Performance, Approval and Risk supports the corporate leadership in the drive to improve DE&S performance through the provision of key business services in Through Life Investment Assurance, Approvals Support, and Performance & Risk management.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9130291,DESCAPR-PerfMailbox@mod.uk,9005,0,1,N/D,N/D,Planning,,
47,N/D,OF-6,DES FAST-Hd,"DES FAST-Hd is responsible for the management of the Typhoon programme, including the development and production of future capability and Aircrew Synthetic Training Aids (ASTA) programmes. Management of the support elements of the programme and the development and management of strategies which aim to support Typhoon throughout its operational life, including Integrated Logistics Support and Supply Chain Management. The team is also responsible for the through-life management of the Typhoon Weapon System (Avionics, General Systems & Structures, Propulsion and Information Systems) and for the integration of weapons onto the aircraft platform. Hd FAST is also the 1-star lead for the Harrier, Tornado, AES, Joint Propulsion and Safety & Environment teams within Combat Air.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9139675,DESCA-DirMA@mod.uk,51335,16061769,1,N/A,N/A,Military,,
52,N/D,SCS1,DES ISTAR Comrcl-Hd,DES ISTAR Comrcl-Hd is responsible for providing commercial advice and assurance to D ISTAR and commercial functional line management to all commercial staff within the Operating Centre.,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9136018,DESISTAR-DirectorsOffice@mod.uk,170772,2745416,1,N/D,N/D,Other,,
57,N/D,SCS1,DIPR-Business-Hd,"Defence Intellectual Property Rights (DIPR) gives professional advice to the MOD (and other Government departments) on patents; trademarks; copyright; design rights; commercially confidential information, and foreign export controls on technical information. In particular, DIPR provides support on IPR provisions in business cases (procurement strategies), contracts and MoUs; Technical Assistance Agreements; the use of third party IP, and the protection and licensing of MOD IP (including inventions, Crown Copyright material and trade marks).",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9132870,DGDC-DIPR-Business-Hd@mod.uk,184936,764980,1,N/D,N/D,Policy,,
66,Tony Graham,SCS2,DES Ships-Dir,"Director Ships is responsible for the procurement, through life support and eventual disposal of ships and equipment for the Royal Navy (RN) and other services involved in maritime operations. This ranges from major projects like the future aircraft carrier through to outboard motors used on rigid raiding craft and all of the spares with the engineering and logistical expertise that goes with this.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9137502,DESShips-DirMA@mod.uk,170311,926160,1,N/A,N/A,Procurement,,
68,N/D,SCS1,DES AS Comrcl-Hd,DES AS Comrcl-Hd is responsible for providing commercial advice and assurance to Director Air Support and commercial functional line management to all commercial staff within the Operating Centre.,Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9131700,DESASComrcl-Hd@mod.uk,170772,2926617,1,N/D,N/D,Other,,
79,N/D,OF-6,DES SM NP-Hd,"Responsible for delivering design support, logistic support and regulating approval for in-service submarine nuclear propulsion plants. Also responsible for developing the technology for the Next Generation Nuclear Propulsion Plant for use in the Successor submarine.",Ministry of Defence,Ministry of Defence,Defence Equipment and Support,0117 9137350,DESSM-DirMA@mod.uk,6158,4313264,1,N/A,N/A,Military,,
