Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
CPS-C-001,N/D,SCS1,Deputy Chief Crown Prosecutor,"To deliver, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area, across all legal advice, legal decisions, advocacy, business and staff management. To promote CPS core values and the equality and diversity agenda, ensuring there are effective internal and external communications strategies in place. They will work collaboratively and collegiately in their Area to deliver improvements in local and the wider Area performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Areas responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,Wessex,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-013,0,1,N/D,N/D,Operational Delivery,,
CPS-C-002,N/D,SCS1,Deputy Chief Crown Prosecutor,"To deliver, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area, across all legal advice, legal decisions, advocacy, business and staff management. To promote CPS core values and the equality and diversity agenda, ensuring there are effective internal and external communications strategies in place. They will work collaboratively and collegiately in their Area to deliver improvements in local and the wider Area performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Areas responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,NORTH EAST,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-015,0,1,N/D,N/D,Operational Delivery,,
CPS-C-003,N/D,SCS1,Deputy Chief Crown Prosecutor,"To deliver, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area, across all legal advice, legal decisions, advocacy, business and staff management. To promote CPS core values and the equality and diversity agenda, ensuring there are effective internal and external communications strategies in place. They will work collaboratively and collegiately in their Area to deliver improvements in local and the wider Area performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Areas responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,Thames and Chiltern,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-012,0,1,N/D,N/D,Operational Delivery,,
CPS-C-004,N/D,SCS1,Deputy Chief Crown Prosecutor,"To deliver, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area, across all legal advice, legal decisions, advocacy, business and staff management. To promote CPS core values and the equality and diversity agenda, ensuring there are effective internal and external communications strategies in place. They will work collaboratively and collegiately in their Area to deliver improvements in local and the wider Area performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Areas responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,EASTERN,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-007,0,1,N/D,N/D,Operational Delivery,,
CPS-C-006,N/D,SCS1,Deputy Chief Crown Prosecutor,"To deliver, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area, across all legal advice, legal decisions, advocacy, business and staff management. To promote CPS core values and the equality and diversity agenda, ensuring there are effective internal and external communications strategies in place. They will work collaboratively and collegiately in their Area to deliver improvements in local and the wider Area performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Areas responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,South East,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-014,0,1,N/D,N/D,Operational Delivery,,
CPS-C-007,N/D,SCS1,Deputy Chief Crown Prosecutor,"To deliver, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area, across all legal advice, legal decisions, advocacy, business and staff management. To promote CPS core values and the equality and diversity agenda, ensuring there are effective internal and external communications strategies in place. They will work collaboratively and collegiately in their Area to deliver improvements in local and the wider Area performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Areas responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,West Midlands,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-003,0,1,N/D,N/D,Operational Delivery,,
CPS-C-008,N/D,SCS1,Deputy Chief Crown Prosecutor,"To deliver, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area, across all legal advice, legal decisions, advocacy, business and staff management. To promote CPS core values and the equality and diversity agenda, ensuring there are effective internal and external communications strategies in place. They will work collaboratively and collegiately in their Area to deliver improvements in local and the wider Area performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Areas responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,EAST MIDLANDS,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-002,0,1,N/D,N/D,Operational Delivery,,
CPS-C-009,N/D,SCS1,Deputy Chief Crown Prosecutor,"To deliver, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area, across all legal advice, legal decisions, advocacy, business and staff management. To promote CPS core values and the equality and diversity agenda, ensuring there are effective internal and external communications strategies in place. They will work collaboratively and collegiately in their Area to deliver improvements in local and the wider Area performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Areas responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,Wales,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-001,0,1,N/D,N/D,Operational Delivery,,
CPS-C-010,N/D,SCS1,Deputy Chief Crown Prosecutor,"To deliver, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area, across all legal advice, legal decisions, advocacy, business and staff management. To promote CPS core values and the equality and diversity agenda, ensuring there are effective internal and external communications strategies in place. They will work collaboratively and collegiately in their Area to deliver improvements in local and the wider Area performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Areas responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,Wales,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-001,0,1,N/D,N/D,Operational Delivery,,
CPS-C-011,N/D,SCS1,Deputy Chief Crown Prosecutor,"To deliver, through excellent leadership and engagement with CPS staff and partners in the Criminal Justice System, the highest quality, most efficient and effective prosecution service within their Area, across all legal advice, legal decisions, advocacy, business and staff management. To promote CPS core values and the equality and diversity agenda, ensuring there are effective internal and external communications strategies in place. They will work collaboratively and collegiately in their Area to deliver improvements in local and the wider Area performance, ensuring consistent and clear high quality representation of CPS across the wide range of the Areas responsibilities and relationships.",Crown Prosecution Service,Crown Prosecution Service,EASTERN,0203 357 0899,enquiries@cps.gsi.gov.uk,CPS-G-007,0,1,N/D,N/D,Operational Delivery,,
